file,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,instructions_follow,instructions_avoid,answer_relevant,answer_clear,answer_citations,completeness,tool_call_search
gh_agent_20250929_141416_96526c.json,1807,2411,4218,9.035e-05,0.0009644,0.0010547500000000001,True,True,True,True,True,True,True
gh_agent_20250929_141315_3d51ff.json,2025,2922,4947,0.00010125,0.0011688,0.00127005,True,True,True,True,True,True,True
gh_agent_20250929_141419_18a29c.json,1486,1914,3400,7.43e-05,0.0007656,0.0008399,True,True,True,True,True,True,True
gh_agent_20250929_141524_14c06d.json,1604,3114,4718,8.02e-05,0.0012456000000000001,0.0013258000000000002,True,True,True,True,True,True,False
gh_agent_20250929_141207_b89ecc.json,1304,3627,4931,6.52e-05,0.0014508000000000001,0.0015160000000000002,True,True,True,True,True,True,False
gh_agent_20250929_141108_3827e8.json,1942,3450,5392,9.71e-05,0.0013800000000000002,0.0014771,True,True,True,True,True,True,True
gh_agent_20250929_141421_25c044.json,1638,2154,3792,8.19e-05,0.0008616000000000001,0.0009435000000000001,True,True,True,True,True,True,True
gh_agent_20250929_141526_fd3461.json,993,2282,3275,4.965e-05,0.0009128000000000001,0.0009624500000000001,True,True,True,True,False,True,True
gh_agent_20250929_141212_000379.json,1258,3194,4452,6.29e-05,0.0012776,0.0013405000000000001,True,True,True,True,True,True,True
gh_agent_20250929_141315_8bd26c.json,1544,4650,6194,7.72e-05,0.0018599999999999999,0.0019371999999999998,False,True,True,True,False,True,True
gh_agent_20250929_141316_4be4f3.json,1526,1770,3296,7.630000000000001e-05,0.0007080000000000001,0.0007843000000000001,True,True,True,True,True,True,False
gh_agent_20250929_141529_18f2b7.json,1352,1130,2482,6.76e-05,0.000452,0.0005195999999999999,True,True,True,True,True,True,True
gh_agent_20250929_141316_aecf11.json,1193,1066,2259,5.9650000000000007e-05,0.00042640000000000006,0.0004860500000000001,,,,,,,
gh_agent_20250929_141422_35efcf.json,2018,1514,3532,0.0001009,0.0006056,0.0007065,True,True,True,True,True,True,True
gh_agent_20250929_141108_2f531f.json,1218,3434,4652,6.0899999999999996e-05,0.0013736,0.0014345,True,True,True,True,True,True,True
gh_agent_20250929_141529_99f30c.json,1759,1658,3417,8.795e-05,0.0006632000000000001,0.0007511500000000001,True,True,True,True,True,True,False
gh_agent_20250929_141215_12a06c.json,1541,2090,3631,7.705e-05,0.0008359999999999999,0.0009130499999999999,True,True,True,True,True,True,False
gh_agent_20250929_141317_216b09.json,1896,2090,3986,9.48e-05,0.0008359999999999999,0.0009308,True,True,True,True,True,True,False
gh_agent_20250929_141425_501551.json,1774,874,2648,8.87e-05,0.00034960000000000004,0.00043830000000000003,True,True,True,True,False,True,True
gh_agent_20250929_141214_f4242d.json,1575,5099,6674,7.875e-05,0.0020396000000000004,0.00211835,True,True,True,True,True,True,True
gh_agent_20250929_141215_702933.json,1874,2859,4733,9.37e-05,0.0011436,0.0012373,False,True,False,False,False,False,False
gh_agent_20250929_141423_07771b.json,2564,3562,6126,0.0001282,0.0014248000000000002,0.0015530000000000001,True,True,True,True,True,True,False
gh_agent_20250929_141530_6efb0a.json,1382,4794,6176,6.91e-05,0.0019176,0.0019867,True,True,True,True,True,True,True
gh_agent_20250929_141108_422c68.json,1370,3116,4486,6.85e-05,0.0012464,0.0013149,True,True,True,True,True,True,False
gh_agent_20250929_141428_28d6d2.json,1555,1450,3005,7.775e-05,0.00058,0.00065775,True,True,True,True,True,True,True
gh_agent_20250929_141218_b006d0.json,1916,2347,4263,9.58e-05,0.0009388,0.0010346,True,True,True,True,True,True,False
gh_agent_20250929_141321_4027b4.json,1295,2426,3721,6.475e-05,0.0009704000000000002,0.00103515,True,True,True,True,True,True,False
gh_agent_20250929_141531_72c634.json,1325,2666,3991,6.625e-05,0.0010664000000000001,0.00113265,False,True,True,True,False,True,True
gh_agent_20250929_141324_65dddc.json,1943,1914,3857,9.715e-05,0.0007656,0.00086275,True,True,True,True,True,True,True
gh_agent_20250929_141533_cc4cd5.json,1485,1450,2935,7.425e-05,0.00058,0.00065425,True,True,True,True,True,True,True
gh_agent_20250929_141430_9df67a.json,1186,2731,3917,5.9300000000000005e-05,0.0010924,0.0011517,True,True,True,True,False,True,False
gh_agent_20250929_141108_58b552.json,1603,2602,4205,8.015000000000001e-05,0.0010408000000000001,0.0011209500000000001,True,True,True,True,False,False,False
gh_agent_20250929_141219_a7cd88.json,1132,2666,3798,5.66e-05,0.0010664000000000001,0.001123,True,True,True,True,True,True,True
gh_agent_20250929_141326_7cbdd9.json,1759,1834,3593,8.795e-05,0.0007336,0.0008215500000000001,False,True,False,True,False,False,False
gh_agent_20250929_141108_b4dcd0.json,1475,3050,4525,7.375e-05,0.0012200000000000002,0.0012937500000000002,False,True,True,True,False,True,False
gh_agent_20250929_141220_14d9d3.json,1072,2154,3226,5.36e-05,0.0008616000000000001,0.0009152000000000001,False,True,True,True,True,True,False
gh_agent_20250929_141432_266f2d.json,1302,1956,3258,6.51e-05,0.0007823999999999999,0.0008475,,,,,,,True
gh_agent_20250929_141224_54a74e.json,1911,228,2139,9.555e-05,9.120000000000001e-05,0.00018675,,,,,,,True
gh_agent_20250929_141110_2f76ed.json,2212,2490,4702,0.0001106,0.0009960000000000001,0.0011066000000000001,True,True,True,True,False,True,False
gh_agent_20250929_141329_ecf80f.json,1105,2090,3195,5.525000000000001e-05,0.0008359999999999999,0.0008912499999999999,True,True,True,True,True,True,False
gh_agent_20250929_141537_32d563.json,1066,3115,4181,5.330000000000001e-05,0.0012460000000000001,0.0012993000000000002,True,True,True,True,True,True,True
gh_agent_20250929_141538_4a7e93.json,1487,2042,3529,7.435e-05,0.0008168,0.0008911500000000001,True,True,True,True,True,True,False
gh_agent_20250929_141114_5afe5a.json,1458,2666,4124,7.290000000000001e-05,0.0010664000000000001,0.0011393000000000002,True,True,True,True,True,True,True
gh_agent_20250929_141435_050191.json,1443,2666,4109,7.215e-05,0.0010664000000000001,0.0011385500000000001,True,True,True,True,True,True,True
gh_agent_20250929_141329_ee3120.json,1594,2411,4005,7.97e-05,0.0009644,0.0010441,True,True,True,True,False,True,True
gh_agent_20250929_141435_be79c1.json,1533,1062,2595,7.665e-05,0.0004248,0.0005014500000000001,,,,,,,True
gh_agent_20250929_141330_0a8e96.json,2043,1642,3685,0.00010215000000000002,0.0006568,0.00075895,True,True,True,True,True,True,True
gh_agent_20250929_141538_5cfe63.json,1718,2540,4258,8.59e-05,0.0010160000000000002,0.0011019000000000003,True,True,True,True,True,True,False
gh_agent_20250929_141438_53853f.json,1670,3050,4720,8.350000000000001e-05,0.0012200000000000002,0.0013035000000000002,True,True,True,True,True,True,True
gh_agent_20250929_141224_97d22e.json,1874,4026,5900,9.37e-05,0.0016104000000000001,0.0017041,True,True,True,True,True,True,True
gh_agent_20250929_141116_911922.json,1250,2986,4236,6.25e-05,0.0011944,0.0012569,True,True,True,True,True,True,False
gh_agent_20250929_141224_ea296f.json,1987,3434,5421,9.935e-05,0.0013736,0.00147295,False,True,True,False,False,False,False
gh_agent_20250929_141333_c8c6d5.json,1358,746,2104,6.790000000000001e-05,0.00029840000000000004,0.00036630000000000007,True,True,True,True,True,True,True
gh_agent_20250929_141542_d48add.json,1601,1786,3387,8.005000000000001e-05,0.0007144,0.00079445,True,True,True,True,False,True,True
gh_agent_20250929_141439_027342.json,1688,1978,3666,8.44e-05,0.0007912000000000001,0.0008756000000000001,True,True,True,True,True,True,True
gh_agent_20250929_141538_85ed41.json,1356,4010,5366,6.780000000000001e-05,0.001604,0.0016718,True,True,True,True,True,True,False
gh_agent_20250929_141120_d25818.json,1929,1898,3827,9.645e-05,0.0007592,0.00085565,True,True,True,True,True,True,False
gh_agent_20250929_141226_6838f3.json,1161,3050,4211,5.805e-05,0.0012200000000000002,0.0012780500000000002,False,True,True,True,True,True,False
gh_agent_20250929_141117_a1e2d9.json,1422,4266,5688,7.110000000000001e-05,0.0017064,0.0017775,True,True,True,True,True,True,False
gh_agent_20250929_141333_f05680.json,1838,3307,5145,9.190000000000001e-05,0.0013228,0.0014147,False,False,True,True,True,True,False
gh_agent_20250929_141121_d26d30.json,1550,2666,4216,7.75e-05,0.0010664000000000001,0.0011439000000000002,True,True,True,True,True,True,True
gh_agent_20250929_141439_207a93.json,1623,3242,4865,8.115000000000001e-05,0.0012968,0.0013779500000000002,False,True,True,True,False,False,False
gh_agent_20250929_141229_e46c6d.json,1586,3435,5021,7.93e-05,0.0013740000000000002,0.0014533000000000003,False,True,True,True,True,True,True
gh_agent_20250929_141543_d80ad9.json,2114,4906,7020,0.00010570000000000001,0.0019624,0.0020681,True,True,True,True,True,True,False
gh_agent_20250929_141338_abde1d.json,1364,4522,5886,6.82e-05,0.0018088000000000002,0.0018770000000000002,True,True,True,True,True,True,False
gh_agent_20250929_141123_015825.json,1560,2282,3842,7.8e-05,0.0009128000000000001,0.0009908,True,True,True,True,True,True,True
gh_agent_20250929_141232_02e884.json,1374,3498,4872,6.87e-05,0.0013992,0.0014679,True,True,True,True,True,True,False
gh_agent_20250929_141444_3466c6.json,1899,2154,4053,9.495e-05,0.0008616000000000001,0.0009565500000000001,True,True,True,True,True,True,True
gh_agent_20250929_141340_668fe9.json,1435,2026,3461,7.175000000000001e-05,0.0008104000000000001,0.0008821500000000001,True,True,True,True,True,True,False
gh_agent_20250929_141546_6eddd8.json,1356,2858,4214,6.780000000000001e-05,0.0011432,0.001211,True,True,True,True,True,True,False
gh_agent_20250929_141340_bac9c5.json,1865,426,2291,9.325e-05,0.00017040000000000002,0.00026365000000000004,True,True,True,True,True,True,True
gh_agent_20250929_141232_f1ca93.json,1260,3578,4838,6.3e-05,0.0014312,0.0014942,True,True,True,True,True,True,True
gh_agent_20250929_141123_c08c06.json,1972,2106,4078,9.86e-05,0.0008424,0.000941,True,True,True,True,True,True,False
gh_agent_20250929_141124_941907.json,1583,362,1945,7.915e-05,0.00014480000000000002,0.00022395000000000002,True,True,True,True,False,True,True
gh_agent_20250929_141446_82435f.json,1566,3050,4616,7.83e-05,0.0012200000000000002,0.0012983,True,True,True,True,True,True,True
gh_agent_20250929_141549_9b5cee.json,1411,3306,4717,7.055e-05,0.0013224,0.00139295,True,True,True,True,True,True,True
gh_agent_20250929_141447_4961be.json,1628,2474,4102,8.140000000000001e-05,0.0009896,0.001071,False,True,True,True,True,True,False
gh_agent_20250929_141239_5ccb21.json,1588,3307,4895,7.94e-05,0.0013228,0.0014022000000000001,False,True,True,True,False,True,False
gh_agent_20250929_141342_67b976.json,2239,938,3177,0.00011195000000000001,0.0003752,0.00048715,True,True,True,True,True,True,True
gh_agent_20250929_141550_a254f6.json,1072,2410,3482,5.36e-05,0.000964,0.0010176,True,True,True,True,True,True,False
gh_agent_20250929_141553_ab8446.json,1862,1470,3332,9.31e-05,0.000588,0.0006811,True,True,True,True,True,True,True
gh_agent_20250929_141451_9fad7f.json,1458,3002,4460,7.290000000000001e-05,0.0012008000000000001,0.0012737000000000002,False,True,True,True,False,True,True
gh_agent_20250929_141240_c4eee7.json,2031,3178,5209,0.00010155,0.0012712,0.00137275,False,True,True,False,False,False,True
gh_agent_20250929_141343_5ef819.json,1660,2282,3942,8.300000000000001e-05,0.0009128000000000001,0.0009958,True,True,True,True,True,True,False
gh_agent_20250929_141241_6c45e7.json,1675,2410,4085,8.375e-05,0.000964,0.00104775,True,True,True,True,True,True,False
gh_agent_20250929_141126_a0aa10.json,1547,3050,4597,7.735000000000001e-05,0.0012200000000000002,0.00129735,True,True,True,True,True,True,False
gh_agent_20250929_141348_deea9d.json,1317,490,1807,6.585e-05,0.000196,0.00026185,True,True,True,True,True,True,True
gh_agent_20250929_141452_f54c27.json,2493,638,3131,0.00012465,0.0002552,0.00037985000000000004,True,True,True,True,True,True,True
gh_agent_20250929_141134_368338.json,2056,938,2994,0.0001028,0.0003752,0.000478,True,True,True,True,True,True,True
gh_agent_20250929_141242_166f80.json,1213,2171,3384,6.065000000000001e-05,0.0008684000000000001,0.0009290500000000001,True,True,True,True,True,True,True
gh_agent_20250929_141132_0fd3f7.json,1606,2730,4336,8.03e-05,0.0010919999999999999,0.0011722999999999998,True,True,True,True,True,True,True
gh_agent_20250929_141452_1b857d.json,2093,3562,5655,0.00010465,0.0014248000000000002,0.0015294500000000001,True,True,True,True,True,True,True
gh_agent_20250929_141456_435312.json,1476,932,2408,7.38e-05,0.0003728,0.0004466,,,,,,,True
gh_agent_20250929_141349_029617.json,1120,618,1738,5.6e-05,0.0002472,0.0003032,True,True,False,False,False,False,True
gh_agent_20250929_141348_e38629.json,1660,3356,5016,8.300000000000001e-05,0.0013424,0.0014254,True,True,True,True,True,True,True
gh_agent_20250929_141242_d3b321.json,2385,2602,4987,0.00011925,0.0010408000000000001,0.0011600500000000001,True,True,True,True,True,True,False
gh_agent_20250929_141242_ff93cc.json,1739,2218,3957,8.695000000000001e-05,0.0008872,0.00097415,True,True,True,True,True,True,False
gh_agent_20250929_141353_8a1c8a.json,1840,1338,3178,9.200000000000001e-05,0.0005352,0.0006272000000000001,True,True,True,True,True,True,True
gh_agent_20250929_141136_a31466.json,1715,3434,5149,8.575e-05,0.0013736,0.0014593499999999999,True,True,True,True,True,True,False
gh_agent_20250929_141137_2b2279.json,1901,3002,4903,9.505e-05,0.0012008000000000001,0.00129585,True,True,True,True,True,True,True
gh_agent_20250929_141458_29c6a5.json,2283,3755,6038,0.00011415,0.001502,0.00161615,True,True,True,False,True,True,True
gh_agent_20250929_141248_ce5342.json,1573,2282,3855,7.865e-05,0.0009128000000000001,0.00099145,True,True,True,True,True,False,True
gh_agent_20250929_141458_943724.json,1961,2988,4949,9.805000000000001e-05,0.0011952000000000002,0.0012932500000000001,True,True,True,True,True,True,False
